Regions,Districts,Rainfall,Vegetation cover (NDVI),Price of water,Sorghum prices,Maize prices,Red Rice prices,Local goat prices,Wage labor,TOT (goat to cereals),TOT (wage to cereals),Cost of Minimum Basket (CMB),New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms,date
Sanaag,Ceel Afweyn,19.1,0.13,,11000,,25000,1137500,75000,103,7,,,,,,,,,,,1,01-Apr-2009
Sanaag,Laasqoray,18.55,0.15,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Bari,Bossaso,22.49,0.14,,12750,14750,18250,1250000,80000,68,4,2738350,,,,,,,,,,0,01-Apr-2009
Bari,Bandarbeyla,12.76,0.13,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Bari,Caluula,10.09,0.19,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Bari,Iskushuban,14.07,0.14,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Bari,Qandala,34.86,0.17,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Bari,Qardho,15.99,0.13,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Nugaal,Garoowe,10.89,0.13,,16000,15000,24500,1275000,100000,52,4,3113688,,,,,,,,,,0,01-Apr-2009
Nugaal,Burtinle,13.7,0.17,,14500,15500,20750,1232500,115000,85,8,,,,,,,,,,,0,01-Apr-2009
Nugaal,Eyl,21.35,0.15,,21500,,27500,950000,100000,44,5,,,,,,,,,,,0,01-Apr-2009
Mudug,Gaalkacyo,30.54,0.17,,8000,10000,22000,1225000,90000,56,4,2295000,,,,,,,,,,0,01-Apr-2009
Mudug,Galdogob,27.48,0.18,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Mudug,Hobyo,38.85,0.16,,6000,6000,30000,875000,38750,146,7,,,,,,,,,,,0,01-Apr-2009
Mudug,Jariiban,25.86,0.17,,18000,,30000,1075000,105000,60,6,,,,,,,,,,,0,01-Apr-2009
Mudug,Xarardheere,43.94,0.19,,5000,7000,30000,837500,60000,28,2,1636688,,,,,,,,,,0,01-Apr-2009
Galgaduud,Dhuusamarreeb,40.43,0.19,,12000,14000,30000,770000,65000,26,2,2880000,,,,,,,,,,0,01-Apr-2009
Galgaduud,Cabudwaaq,35.31,0.18,,10000,10000,28000,1100000,82500,39,3,3174050,,,,,,,,,,0,01-Apr-2009
Galgaduud,Cadaado,40.87,0.17,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Galgaduud,Ceel Buur,45.5,0.23,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Galgaduud,Ceel Dheer,45.49,0.22,,5250,10000,27250,725000,57500,27,2,2121188,,,,,,,,,,0,01-Apr-2009
Hiraan,Belet Weyne,40.37,0.22,,7250,8750,20000,975000,120000,134,17,1625050,,,,,,,,,,0,01-Apr-2009
Hiraan,Bulo Burto,53.71,0.27,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Hiraan,Jalalaqsi,54.01,0.27,,5575,6000,26000,587000,180000,105,33,,,,,,,,,,,0,01-Apr-2009
Middle Shabelle,Jowhar,49.06,0.27,,3925,8350,27000,977500,57500,117,7,1452525,,,,,,,,,,0,01-Apr-2009
Middle Shabelle,Adan Yabaal,42.4,0.26,,12000,,30000,800000,30000,,,,,,,,,,,,,0,01-Apr-2009
Middle Shabelle,Balcad,39.44,0.27,,2600,6600,20000,812500,35000,123,6,,,,,,,,,,,0,01-Apr-2009
Middle Shabelle,Cadale,40.57,0.25,,4500,7000,26000,342500,37500,49,6,,,,,,,,,,,0,01-Apr-2009
Banadir,Mogadishu,31.85,,,6000,7167,20500,1338750,47500,187,7,551854,,,,,,,,,,0,01-Apr-2009
Lower Shabelle,Marka,31.64,0.35,,3969,6646,21000,1147500,56250,173,8,1472587,,,,,,,,,,0,01-Apr-2009
Lower Shabelle,Afgooye,43.79,0.28,,,,,,,,,1686870,,,,,,,,,,0,01-Apr-2009
Lower Shabelle,Baraawe,37.92,0.31,,6719,6550,22000,612500,36250,94,6,,,,,,,,,,,0,01-Apr-2009
Lower Shabelle,Kurtunwaarey,55.7,0.45,,3400,5958,13950,1062500,64166,178,11,,,,,,,,,,,0,01-Apr-2009
Lower Shabelle,Qoryooley,53.43,0.41,,4441,6172,21750,892500,57500,145,9,2329792,,,,,,,,,,0,01-Apr-2009
Lower Shabelle,Sablaale,61.59,0.44,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Lower Shabelle,Wanla Weyn,60.98,0.27,,5000,6666,21750,630000,62500,95,9,,,,,,,,,,,0,01-Apr-2009
Bay,Baydhaba,106,0.41,,4600,7000,22250,585000,50000,127,11,1595125,,,,,,,,,,0,01-Apr-2009
Bay,Buur Hakaba,88.24,0.37,,3375,6000,20750,705000,80000,209,24,,,,,,,,,,,0,01-Apr-2009
Bay,Diinsoor,71.61,0.35,,4900,7000,22500,497500,41750,102,9,,,,,,,,,,,0,01-Apr-2009
Bay,Qansax Dheere,97.73,0.33,,4750,10750,24500,792500,90000,167,19,,,,,,,,,,,0,01-Apr-2009
Bakool,Xudur,77.07,0.28,,4125,8050,24000,725000,43750,176,11,,,,,,,,,,,0,01-Apr-2009
Bakool,Ceel Barde,70.41,0.29,,9750,8750,32000,700000,70000,72,7,1853750,,,,,,,,,,0,01-Apr-2009
Bakool,Tayeeglow,74.29,0.36,,3750,6000,24000,612500,35000,163,10,,,,,,,,,,,0,01-Apr-2009
Bakool,Waajid,113,0.34,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Bakool,Rab Dhuure,118,0.18,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Gedo,Garbahaarey,83.21,0.28,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Gedo,Baardheere,73.77,0.31,,6500,7500,23000,650000,95000,100,15,1780250,,,,,,,,,,0,01-Apr-2009
Gedo,Belet Xaawo,75.12,0.3,,22000,27250,30000,760000,290000,35,13,,,,,,,,,,,0,01-Apr-2009
Gedo,Ceel Waaq,68.21,0.34,,9000,,22500,600000,75000,67,8,,,,,,,,,,,0,01-Apr-2009
Gedo,Doolow,71.18,0.17,,13000,13000,26000,542500,122500,42,9,,,,,,,,,,,0,01-Apr-2009
Gedo,Luuq,86.86,0.21,,9000,,26000,500000,100000,56,11,2018000,,,,,,,,,,0,01-Apr-2009
Middle Juba,Bu'aale,82.64,0.42,,,6600,28000,675000,100000,102,15,2321600,,,,,,,,,,0,01-Apr-2009
Middle Juba,Jilib,47.62,0.39,,,8000,22000,662500,110000,83,14,,,,,,,,,,,1,01-Apr-2009
Middle Juba,Saakow,74.28,0.33,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Lower Juba,Kismaayo,44.36,0.4,,,8750,19500,707500,160000,81,18,1261438,,,,,,,,,,1,01-Apr-2009
Lower Juba,Afmadow,85.28,0.36,,10000,10000,32000,150000,100000,15,8,524042,,,,,,,,,,0,01-Apr-2009
Lower Juba,Badhaadhe,56.39,0.46,,,,,,,,,,,,,,,,,,,0,01-Apr-2009
Lower Juba,Jamaame,41.61,0.3,,,7833,22000,672500,93750,86,12,,,,,,,,,,,0,01-Apr-2009
Awdal,Borama,28.94,0.19,,3000,2000,6000,250000,30000,42,5,369250,,,,,,,,,,0,01-May-2009
Awdal,Baki,20.4,0.15,,,,,,,,,,,,,,,,,,,0,01-May-2009
Awdal,Lughaye,4.09,0.11,,4100,,5700,135000,26000,33,7,,,,,,,,,,,1,01-May-2009
Awdal,Zeylac,6.03,0.11,,4025,,7000,192500,35000,28,5,847238,,,,,,,,,,1,01-May-2009
Woqooyi Galbeed,Hargeysa,41.44,0,,2950,4400,4700,250000,25000,53,5,367375,,,,,,,,,,1,01-May-2009
Woqooyi Galbeed,Berbera,29.03,0.11,,,,,,,,,,,,,,,,,,,0,01-May-2009
Woqooyi Galbeed,Gebiley,37.37,0.19,,3000,2000,6000,250000,30000,42,5,,,,,,,,,,,0,01-May-2009
Togdheer,Burco,47.67,0.18,,4000,4000,6000,231250,25000,39,4,1240000,,,,,,,,,,0,01-May-2009
Togdheer,Buuhoodle,43.94,0.19,,,,,,,,,,,,,,,,,,,0,01-May-2009
Togdheer,Owdweyne,46.78,0.16,,,,,,,,,,,,,,,,,,,0,01-May-2009
Togdheer,Sheikh,48.08,0.2,,,,,,,,,,,,,,,,,,,0,01-May-2009
Sool,Laas Caanood,36.39,0.15,,21000,18500,24000,1240000,130000,52,5,3860188,,,,,,,,,,0,01-May-2009
Sool,Caynabo,40.15,0.15,,,,,,,,,,,,,,,,,,,0,01-May-2009
Sool,Taleex,16.11,0.13,,,,,,,,,,,,,,,,,,,0,01-May-2009
Sool,Xudun,24.01,0.13,,24000,,20000,725000,115000,30,5,,,,,,,,,,,1,01-May-2009
Sanaag,Ceerigaabo,27.03,0.13,,10000,,30000,1050000,120000,35,4,2674500,,,,,,,,,,0,01-May-2009
Sanaag,Ceel Afweyn,33.44,0.14,,13500,,25000,1225000,100000,91,8,,,,,,,,,,,0,01-May-2009
Sanaag,Laasqoray,20.93,0.15,,,,,,,,,,,,,,,,,,,0,01-May-2009
Bari,Bossaso,12.16,0.14,,12000,14000,17250,1350000,80000,78,5,4980813,,,,,,,,,,0,01-May-2009
Bari,Bandarbeyla,37.63,0.13,,,,,,,,,,,,,,,,,,,0,01-May-2009
Bari,Caluula,10.91,0.18,,,,,,,,,,,,,,,,,,,0,01-May-2009
Bari,Iskushuban,13.46,0.14,,,,,,,,,,,,,,,,,,,0,01-May-2009
Bari,Qandala,13.8,0.17,,,,,,,,,,,,,,,,,,,0,01-May-2009
Bari,Qardho,34.08,0.13,,,,,,,,,,,,,,,,,,,0,01-May-2009
Nugaal,Garoowe,48.39,0.14,,18250,18222,20000,1430000,100000,72,5,3231450,,,,,,,,,,0,01-May-2009
Nugaal,Burtinle,76.11,0.18,,12400,15000,20000,1290000,120000,104,10,,,,,,,,,,,0,01-May-2009
Nugaal,Eyl,76.56,0.17,,16800,,26600,986000,100000,59,6,,,,,,,,,,,0,01-May-2009
Mudug,Gaalkacyo,61.37,0.18,,5000,8750,22000,1325000,90000,60,4,1662250,,,,,,,,,,0,01-May-2009
Mudug,Galdogob,53.59,0.2,,,,,,,,,,,,,,,,,,,0,01-May-2009
Mudug,Hobyo,44.19,0.18,,4200,8200,32400,1120000,40000,267,10,,,,,,,,,,,0,01-May-2009
Mudug,Jariiban,66.66,0.19,,18000,,30000,1075000,105000,60,6,,,,,,,,,,,0,01-May-2009
Mudug,Xarardheere,49.15,0.24,,3250,9000,35250,900000,67500,26,2,1426750,,,,,,,,,,0,01-May-2009
Galgaduud,Dhuusamarreeb,24.39,0.2,,12000,14000,30000,772500,81250,26,3,2563000,,,,,,,,,,1,01-May-2009
Galgaduud,Cabudwaaq,39.3,0.2,,10000,10000,25000,1100000,100000,44,4,2584125,,,,,,,,,,0,01-May-2009
Galgaduud,Cadaado,39.48,0.18,,,,,,,,,,,,,,,,,,,0,01-May-2009
Galgaduud,Ceel Buur,30.55,0.27,,,,,,,,,,,,,,,,,,,0,01-May-2009
Galgaduud,Ceel Dheer,44.74,0.29,,4000,10000,31500,825000,60000,26,2,1873550,,,,,,,,,,0,01-May-2009
Hiraan,Belet Weyne,30.15,0.25,,7000,8000,20000,825000,137500,118,20,258000,,,,,,,,,,0,01-May-2009
Hiraan,Bulo Burto,49.47,0.32,,,,,,,,,,,,,,,,,,,0,01-May-2009
Hiraan,Jalalaqsi,26.91,0.34,,5900,6000,26000,585000,,99,,,,,,,,,,,,0,01-May-2009
Middle Shabelle,Jowhar,38.05,0.38,,4000,6600,26000,952500,60000,144,9,1486600,,,,,,,,,,0,01-May-2009
Middle Shabelle,Adan Yabaal,38.03,0.34,,12000,,30000,800000,30000,,,,,,,,,,,,,0,01-May-2009
Middle Shabelle,Balcad,86.64,0.4,,4000,9300,22000,937500,37500,101,5,,,,,,,,,,,0,01-May-2009
Middle Shabelle,Cadale,45.53,0.36,,5000,9000,26000,452500,38750,50,5,,,,,,,,,,,0,01-May-2009
Banadir,Mogadishu,90.13,,,5750,6750,22500,1550000,60000,230,9,250500,,,,,,,,,,0,01-May-2009
Lower Shabelle,Marka,68.61,0.45,,4500,7583,21000,1170000,57500,154,8,1548750,,,,,,,,,,0,01-May-2009
Lower Shabelle,Afgooye,99.01,0.43,,,,,,,,,1753749,,,,,,,,,,0,01-May-2009
Lower Shabelle,Baraawe,97.84,0.43,,7500,7200,24000,500000,46250,69,7,,,,,,,,,,,0,01-May-2009
Lower Shabelle,Kurtunwaarey,135,0.66,,3750,6042,13875,1212500,43333,201,8,,,,,,,,,,,0,01-May-2009
Lower Shabelle,Qoryooley,110,0.62,,3828,6094,21250,975000,60000,160,10,0,,,,,,,,,,0,01-May-2009
Lower Shabelle,Sablaale,165,0.63,,,,,,,,,,,,,,,,,,,0,01-May-2009
Lower Shabelle,Wanla Weyn,53.14,0.38,,4666,7333,21750,550000,87500,75,12,,,,,,,,,,,0,01-May-2009
Bay,Baydhaba,57.18,0.51,,4325,6750,21250,637500,50000,147,12,1753063,,,,,,,,,,0,01-May-2009
Bay,Buur Hakaba,108,0.53,,4375,6375,21500,710000,83750,162,20,,,,,,,,,,,0,01-May-2009
Bay,Diinsoor,120,0.5,,5200,7500,22250,487500,37500,94,7,2098188,,,,,,,,,,0,01-May-2009
Bay,Qansax Dheere,47.25,0.42,,5250,8000,24500,787500,90000,150,17,,,,,,,,,,,0,01-May-2009
Bakool,Xudur,44.23,0.35,,5250,9000,24000,725000,41250,138,8,1648563,,,,,,,,,,0,01-May-2009
Bakool,Ceel Barde,30.02,0.33,,9000,10500,32000,650000,70000,72,8,1815875,,,,,,,,,,0,01-May-2009
Bakool,Tayeeglow,39.57,0.44,,4500,6750,24000,675000,28750,150,7,,,,,,,,,,,0,01-May-2009
Bakool,Waajid,44.26,0.38,,,,,,,,,,,,,,,,,,,0,01-May-2009
Bakool,Rab Dhuure,34.4,0.19,,,,,,,,,,,,,,,,,,,0,01-May-2009
Gedo,Garbahaarey,39.64,0.31,,,,,,,,,,,,,,,,,,,0,01-May-2009
Gedo,Baardheere,68.2,0.38,,8500,10500,23000,612500,85000,72,10,2514625,,,,,,,,,,0,01-May-2009
Gedo,Belet Xaawo,30.42,0.29,,23000,25000,32000,760000,225000,33,10,5629500,,,,,,,,,,0,01-May-2009
Gedo,Ceel Waaq,39.22,0.37,,9250,,26000,470000,70000,51,8,2338688,,,,,,,,,,0,01-May-2009
Gedo,Doolow,27.08,0.17,,11500,12500,30000,550000,130000,48,11,,,,,,,,,,,0,01-May-2009
Gedo,Luuq,35.01,0.21,,10000,,26000,500000,100000,50,10,6938000,,,,,,,,,,0,01-May-2009
Middle Juba,Bu'aale,171,0.58,,,6500,28000,800000,105000,123,16,2978000,,,,,,,,,,0,01-May-2009
Middle Juba,Jilib,126,0.51,,9250,9125,22250,850000,92500,93,10,2258250,,,,,,,,,,0,01-May-2009
Middle Juba,Saakow,114,0.5,,,,,,,,,,,,,,,,,,,0,01-May-2009
Lower Juba,Kismaayo,112,0.5,,9000,9000,21250,812500,135000,90,15,2437634,,,,,,,,,,0,01-May-2009
Lower Juba,Afmadow,118,0.49,,11000,13333,30000,415000,60000,31,5,2064000,,,,,,,,,,0,01-May-2009
Lower Juba,Badhaadhe,112,0.56,,,,,,,,,,,,,,,,,,,0,01-May-2009
Lower Juba,Jamaame,41.7,0.35,,,9666,22000,808750,101000,84,10,1306660,,,,,,,,,,1,01-May-2009
Awdal,Borama,17.37,0.16,,3500,3075,4000,222500,23250,56,6,887500,,,,,,,,,,0,01-Jun-2009
Awdal,Baki,7.25,0.13,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Awdal,Lughaye,0.56,0.1,,4100,,5700,135000,,33,,,,,,,,,,,,0,01-Jun-2009
Awdal,Zeylac,2.16,0.09,,5250,,7000,185000,35000,26,5,755140,,,,,,,,,,0,01-Jun-2009
Woqooyi Galbeed,Hargeysa,19.3,0,,3000,4000,4550,230000,25000,51,5,1022750,,,,,,,,,,1,01-Jun-2009
Woqooyi Galbeed,Berbera,3.32,0.1,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Woqooyi Galbeed,Gebiley,23.12,0.17,,2000,,5850,127000,24000,22,4,,,,,,,,,,,0,01-Jun-2009
Togdheer,Burco,8.8,0.17,,4000,4000,4750,186250,25000,39,5,2068875,,,,,,,,,,0,01-Jun-2009
Togdheer,Buuhoodle,1.72,0.18,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Togdheer,Owdweyne,17.89,0.16,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Togdheer,Sheikh,19.05,0.17,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Sool,Laas Caanood,0.81,0.14,,21000,18500,25000,963750,105000,39,4,4432875,,,,,,,,,,0,01-Jun-2009
Sool,Caynabo,7.78,0.14,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Sool,Taleex,3.08,0.13,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Sool,Xudun,2.38,0.12,,24000,,20000,750000,120000,31,5,,,,,,,,,,,0,01-Jun-2009
Sanaag,Ceerigaabo,14.99,0.13,,15000,,30000,1000000,120000,33,4,3648500,,,,,,,,,,0,01-Jun-2009
Sanaag,Ceel Afweyn,11.57,0.13,,17400,,32300,1100000,100000,63,6,,,,,,,,,,,0,01-Jun-2009
Sanaag,Laasqoray,8.79,0.14,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Bari,Bossaso,6.84,0.14,,13250,15000,17500,1250000,80000,71,5,5897938,,,,,,,,,,0,01-Jun-2009
Bari,Bandarbeyla,0.85,0.13,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Bari,Caluula,1.72,0.17,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Bari,Iskushuban,1.71,0.13,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Bari,Qandala,7.32,0.16,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Bari,Qardho,2.07,0.13,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Nugaal,Garoowe,0.87,0.14,,22500,22000,15500,1262500,87500,81,6,4442750,,,,,,,,,,0,01-Jun-2009
Nugaal,Burtinle,1.3,0.16,,12400,14600,20000,1184000,120000,95,10,,,,,,,,,,,0,01-Jun-2009
Nugaal,Eyl,0.98,0.16,,21750,,28000,862500,100000,40,5,,,,,,,,,,,0,01-Jun-2009
Mudug,Gaalkacyo,1.81,0.16,,6000,10000,22000,1250000,90000,57,4,2864750,,,,,,,,,,0,01-Jun-2009
Mudug,Galdogob,1.5,0.18,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Mudug,Hobyo,1.26,0.16,,4250,9000,32000,1125000,40000,265,10,,,,,,,,,,,0,01-Jun-2009
Mudug,Jariiban,1.25,0.17,,20000,,28000,1020000,100000,51,5,,,,,,,,,,,0,01-Jun-2009
Mudug,Xarardheere,2.68,0.2,,4000,9000,33750,815000,65000,24,2,1505000,,,,,,,,,,0,01-Jun-2009
Galgaduud,Dhuusamarreeb,1,0.18,,12000,14000,27500,800000,65000,29,2,3648125,,,,,,,,,,0,01-Jun-2009
Galgaduud,Cabudwaaq,1.47,0.19,,10000,10000,24000,1100000,92500,46,4,3202625,,,,,,,,,,0,01-Jun-2009
Galgaduud,Cadaado,1.63,0.17,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Galgaduud,Ceel Buur,1.14,0.22,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Galgaduud,Ceel Dheer,5.07,0.23,,4000,10000,30000,717500,60000,24,2,2538500,,,,,,,,,,0,01-Jun-2009
Hiraan,Belet Weyne,2.83,0.2,,8000,8000,20000,737500,90000,92,11,1953750,,,,,,,,,,0,01-Jun-2009
Hiraan,Bulo Burto,2.92,0.25,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Hiraan,Jalalaqsi,5.21,0.27,,5375,6250,24500,557500,,104,,,,,,,,,,,,0,01-Jun-2009
Middle Shabelle,Jowhar,9.68,0.32,,4350,7825,21000,952500,60000,122,8,1747000,,,,,,,,,,0,01-Jun-2009
Middle Shabelle,Adan Yabaal,5.79,0.28,,12000,,30000,800000,30000,,,,,,,,,,,,,0,01-Jun-2009
Middle Shabelle,Balcad,38.55,0.41,,4000,8000,22000,887500,27500,111,4,,,,,,,,,,,0,01-Jun-2009
Middle Shabelle,Cadale,17.75,0.3,,4500,10000,24000,385000,60000,39,6,,,,,,,,,,,0,01-Jun-2009
Banadir,Mogadishu,47.32,,,5750,6750,22250,1450000,70000,215,10,757875,,,,,,,,,,0,01-Jun-2009
Lower Shabelle,Marka,49.18,0.53,,4583,7750,22000,1157500,58750,149,8,1790101,,,,,,,,,,0,01-Jun-2009
Lower Shabelle,Afgooye,35.92,0.47,,,,,,,,,1939801,,,,,,,,,,0,01-Jun-2009
Lower Shabelle,Baraawe,66.57,0.53,,7500,8000,24000,407500,30000,51,4,,,,,,,,,,,0,01-Jun-2009
Lower Shabelle,Kurtunwaarey,31.13,0.67,,4050,6300,15133,1000000,37083,159,6,,,,,,,,,,,0,01-Jun-2009
Lower Shabelle,Qoryooley,35.21,0.63,,4219,5781,22000,955000,61250,165,11,2314342,,,,,,,,,,0,01-Jun-2009
Lower Shabelle,Sablaale,47.87,0.64,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Lower Shabelle,Wanla Weyn,14.61,0.33,,4167,8000,21750,442500,60000,55,8,,,,,,,,,,,0,01-Jun-2009
Bay,Baydhaba,9.39,0.36,,5575,8250,23250,675000,50000,121,9,2140025,,,,,,,,,,0,01-Jun-2009
Bay,Buur Hakaba,22.82,0.48,,3875,6625,21750,715000,93750,185,25,,,,,,,,,,,0,01-Jun-2009
Bay,Diinsoor,20.91,0.48,,4700,7500,23000,562500,33250,120,7,2007313,,,,,,,,,,0,01-Jun-2009
Bay,Qansax Dheere,5.63,0.34,,4625,7000,24000,697500,85000,151,18,,,,,,,,,,,0,01-Jun-2009
Bakool,Xudur,1.4,0.26,,6000,10500,24000,637500,40000,106,7,2150625,,,,,,,,,,0,01-Jun-2009
Bakool,Ceel Barde,1.3,0.23,,6250,7500,32000,537500,70000,86,11,1595125,,,,,,,,,,0,01-Jun-2009
Bakool,Tayeeglow,4.59,0.31,,5250,8250,24000,737500,22250,140,5,,,,,,,,,,,0,01-Jun-2009
Bakool,Waajid,4.78,0.26,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Bakool,Rab Dhuure,1.25,0.17,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Gedo,Garbahaarey,3.34,0.24,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Gedo,Baardheere,8.16,0.32,,6375,10125,23500,562500,80000,88,13,2114625,,,,,,,,,,0,01-Jun-2009
Gedo,Belet Xaawo,2.92,0.23,,23000,28000,32000,745000,225000,32,10,4693750,,,,,,,,,,0,01-Jun-2009
Gedo,Ceel Waaq,5.38,0.3,,9000,,25000,450000,68750,50,8,2678313,,,,,,,,,,0,01-Jun-2009
Gedo,Doolow,1.26,0.16,,12000,12000,30000,390000,160000,33,13,,,,,,,,,,,0,01-Jun-2009
Gedo,Luuq,2.56,0.17,,11000,11000,30000,475000,100000,43,9,2587750,,,,,,,,,,0,01-Jun-2009
Middle Juba,Bu'aale,42.89,0.59,,7400,5000,27000,630000,110000,126,22,2754025,,,,,,,,,,0,01-Jun-2009
Middle Juba,Jilib,73.27,0.57,,7000,9050,22000,797500,80000,88,9,2219500,,,,,,,,,,0,01-Jun-2009
Middle Juba,Saakow,18.13,0.47,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Lower Juba,Kismaayo,49.52,0.54,,9000,10500,22750,732500,118750,70,11,2778000,,,,,,,,,,0,01-Jun-2009
Lower Juba,Afmadow,28.15,0.45,,7000,8000,30000,502000,60000,63,8,1957417,,,,,,,,,,0,01-Jun-2009
Lower Juba,Badhaadhe,46.25,0.58,,,,,,,,,,,,,,,,,,,0,01-Jun-2009
Lower Juba,Jamaame,61.54,0.45,,6183,9000,22500,752500,88750,84,10,1997088,,,,,,,,,,0,01-Jun-2009
Awdal,Borama,43.22,0.16,,2925,5000,5000,158750,30000,32,6,,,,,,,,,,,0,01-Jul-2009
Awdal,Baki,18.02,0.12,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Awdal,Lughaye,3.18,0.09,,4000,,5000,139750,,35,,,,,,,,,,,,0,01-Jul-2009
Awdal,Zeylac,9.12,0.09,,4200,,8400,210000,35000,25,4,,,,,,,,,,,0,01-Jul-2009
Woqooyi Galbeed,Hargeysa,14.77,0,,3500,4000,3900,260000,25000,67,6,,,,,,,,,,,1,01-Jul-2009
Woqooyi Galbeed,Berbera,2.68,0.09,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Woqooyi Galbeed,Gebiley,48.99,0.17,,2000,,6000,110750,21500,18,4,,,,,,,,,,,0,01-Jul-2009
Togdheer,Burco,4.39,0.14,,4000,4125,4500,175000,25000,39,6,,,,,,,,,,,0,01-Jul-2009
Togdheer,Buuhoodle,2.5,0.15,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Togdheer,Owdweyne,5.01,0.14,,,,,,,,,,,,,,,,,,,1,01-Jul-2009
Togdheer,Sheikh,8.34,0.14,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Sool,Laas Caanood,0.16,0.12,,17500,17000,22000,1100000,110000,50,5,,,,,,,,,,,0,01-Jul-2009
Sool,Caynabo,2.55,0.13,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Sool,Taleex,0.63,0.11,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Sool,Xudun,0.95,0.11,,22000,,20000,712500,100000,32,5,,,,,,,,,,,0,01-Jul-2009
Sanaag,Ceerigaabo,2.19,0.12,,10000,,30000,762500,100000,25,3,,,,,,,,,,,0,01-Jul-2009
Sanaag,Ceel Afweyn,2.46,0.12,,20000,,26500,950000,80000,48,4,,,,,,,,,,,0,01-Jul-2009
Sanaag,Laasqoray,1.4,0.13,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Bari,Bossaso,0.77,0.13,,12250,14000,17500,1387500,80000,79,5,,,,,,,,,,,0,01-Jul-2009
Bari,Bandarbeyla,0.13,0.12,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Bari,Caluula,0.26,0.15,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Bari,Iskushuban,0.28,0.13,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Bari,Qandala,0.99,0.15,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Bari,Qardho,0.49,0.12,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Nugaal,Garoowe,0.07,0.12,,22750,20500,15500,1352500,100000,87,6,,,,,,,,,,,0,01-Jul-2009
Nugaal,Burtinle,0.1,0.14,,12400,14600,20000,1184000,120000,95,10,,,,,,,,,,,0,01-Jul-2009
Nugaal,Eyl,0.05,0.14,,16400,,25200,1086000,100000,66,7,,,,,,,,,,,0,01-Jul-2009
Mudug,Gaalkacyo,0.49,0.15,,6000,10000,23500,1200000,90000,51,4,,,,,,,,,,,0,01-Jul-2009
Mudug,Galdogob,0.34,0.15,,,,,,,,,,,,,,,,,,,0,01-Jul-2009
Mudug,Hobyo,2.41,0.14,,4000,9750,34500,1025000,40000,256,10,,,,,,,,,,,0,01-Jul-2009
Mudug,Jariiban,0.51,0.15,,14500,,24500,1250000,105000,86,8,,,,,,,,,,,0,01-Jul-2009
Mudug,Xarardheere,15.8,0.16,,4000,10000,34250,747500,60000,22,2,,,,,,,,,,,0,01-Jul-2009
